"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Little Nicky",2000,90,80000000,4.9,9485,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Little Odessa",1994,98,2300000,6.5,1222,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"",0,0,0,1,0,0,0
"Little Secrets",2001,97,2500000,6.9,457,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,"PG",0,0,0,1,0,0,0
"Little Vampire, The",2000,91,22000000,5.6,601,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Livers Ain't Cheap",1997,89,2500000,4.5,81,4.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Living In Missouri",2001,90,10000,8.2,14,0,0,0,0,4.5,14.5,4.5,24.5,24.5,24.5,"",0,0,1,1,0,0,0
"Living Life",2004,88,150000,3.5,30,4.5,4.5,14.5,4.5,4.5,0,4.5,4.5,14.5,44.5,"",0,0,0,1,0,0,0
"Living Out Loud",1998,103,12000000,6.5,1774,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,1,0
"Living and Dining",2003,92,100000,9,5,0,0,0,0,0,0,0,44.5,24.5,44.5,"",0,0,1,1,0,0,0
"Lizzie",2001,87,500000,9,6,0,0,0,0,0,0,14.5,14.5,14.5,45.5,"",0,0,0,0,0,0,0
"Lizzie McGuire Movie, The",2003,94,17000000,5,2541,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,"PG",0,0,1,0,0,0,0
"Loaded Weapon 1",1993,84,13000000,5.4,6485,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"",1,0,1,0,0,0,0
"Lolita",1997,137,58000000,6.8,5757,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,1,0
"Lone Star",1996,135,5000000,7.7,8518,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"Lonesome Jim",2005,91,500000,4.1,96,4.5,14.5,4.5,0,4.5,4.5,4.5,14.5,14.5,34.5,"",0,0,0,1,0,0,0
"Long Kiss Goodnight, The",1996,120,65000000,6.5,12516,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Looney Tunes: Back in Action",2003,91,80000000,6.1,2559,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,1,1,0,0,0,0
"Lord of the Rings: The Fellowship of the Ring, The",2001,208,93000000,8.8,157608,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,45.5,"PG-13",1,0,0,0,0,0,0
"Lord of the Rings: The Return of the King, The",2003,251,94000000,9,103631,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,64.5,"PG-13",1,0,0,0,0,0,0
"Lord of the Rings: The Two Towers, The",2002,223,94000000,8.8,114797,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"PG-13",1,0,0,0,0,0,0
"Loser",1996,85,38000,7.2,70,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,"",0,0,0,1,0,0,0
"Loser",2000,92,20000000,5.1,5152,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Losing Isaiah",1995,111,17000000,6.1,794,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Loss of Sexual Innocence, The",1999,106,4000000,5.3,977,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Lost Highway",1997,135,15000000,7.3,15936,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Lost Souls",2000,97,28000000,4.6,3423,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Lost World: Jurassic Park, The",1997,129,73000000,5.5,28055,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Lost in Space",1998,130,80000000,4.7,15209,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Lost in Translation",2003,102,4000000,8,42450,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,"R",0,0,1,1,0,0,0
"Lost/Found",2003,70,15000,8.4,15,14.5,0,0,0,0,0,0,24.5,0,64.5,"",0,0,0,1,0,0,0
"Lot Like Love, A",2005,107,30000000,4.6,786,24.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"Love",2005,90,350000,7.8,12,4.5,0,0,0,4.5,4.5,4.5,4.5,34.5,24.5,"",0,0,0,1,0,0,0
"Love & Basketball",2000,124,15000000,6.7,2093,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,"PG-13",0,0,0,1,0,1,0
"Love Disease",2000,108,60000,8.6,46,0,0,0,4.5,0,4.5,4.5,34.5,34.5,14.5,"",0,0,1,0,0,1,0
"Love God",1997,82,22000,4,35,14.5,4.5,14.5,14.5,0,4.5,14.5,4.5,14.5,14.5,"",0,0,0,0,0,0,0
"Love Letter, The",1999,88,15000000,5.2,1258,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Love Liza",2002,90,1000000,6.6,1588,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Love Object",2003,88,1000000,6.3,427,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Love Stinks",1999,94,4000000,5.3,1311,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Love and Other Catastrophes",1996,78,250000,6.5,783,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,1,0,0,1,0
"Love's Labour's Lost",2000,93,13000000,5.9,1254,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,1,0,0,1,0
"Love, Ludlow",2005,97,75000,8.6,22,0,4.5,0,0,4.5,0,14.5,4.5,14.5,45.5,"",0,0,1,0,0,0,0
"Lovely & Amazing",2001,91,250000,6.9,1813,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Lover Girl",1997,87,1000000,5.3,102,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Lu mao zi",2004,100,500000,7.5,34,4.5,0,0,14.5,4.5,4.5,24.5,24.5,14.5,4.5,"",0,0,0,1,0,0,0
"Lucky 13",2004,95,1200000,5.7,151,14.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,14.5,"R",0,0,1,0,0,1,0
"Lucky Break",2001,108,6000000,6.3,707,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Lucky Numbers",2000,105,65000000,5,2396,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Luminarias",2000,100,1000000,2.7,381,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,1,0
"Lumpia",2003,80,1000,6,13,34.5,4.5,0,0,4.5,14.5,0,4.5,4.5,24.5,"",0,0,1,0,0,0,0
"Lunatics: A Love Story",1991,87,850000,5.4,135,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,24.5,"",0,0,1,1,0,1,0
"Lunes al sol, Los",2002,113,4000000,7.8,1466,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Lurking Fear",1994,76,1000000,4.2,124,4.5,14.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Luz prodigiosa, La",2003,108,2000000,7,44,0,0,0,0,4.5,4.5,14.5,14.5,4.5,44.5,"",0,0,0,1,0,0,0
"M.D.C. - Maschera di cera",1997,98,3000000,5.2,272,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Machuca",2004,121,1500000,8.4,449,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"",0,0,0,1,0,0,0
"Mad City",1997,115,50000000,6,3965,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Mad Dogs",2002,91,1400000,3.1,11,4.5,24.5,0,4.5,0,14.5,0,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Madadayo",1993,134,11900000,7.4,554,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Made",2001,94,5000000,6.5,4487,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Madhouse",2004,91,3000000,5.4,389,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Madness and Genius",2003,103,19000,6.4,20,4.5,4.5,0,14.5,0,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Madonna: Truth or Dare",1991,114,4500000,5.5,2660,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,1,0,0
"Magic Roundabout, The",2005,85,20000000,5.7,142,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,1,0,0,0,0,0
"Magic of Marciano, The",2000,100,4500000,6.7,73,4.5,4.5,4.5,0,4.5,4.5,14.5,14.5,14.5,34.5,"",0,0,0,1,0,0,0
"Magnolia",1999,188,37000000,8,45992,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0
"Maid in Manhattan",2002,105,55000000,4.6,12237,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Mailman, The",2004,85,75000,7,6,14.5,0,0,0,0,0,14.5,34.5,34.5,0,"R",0,0,0,0,0,0,0
"Majestic, The",2001,156,72000000,6.7,8649,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG",0,0,0,1,0,1,0
"Mala nocna muzika",2002,95,200000,4.5,29,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,"",1,0,1,0,0,0,0
"Mala racha",2001,65,70000,8.5,6,0,0,0,0,0,0,14.5,45.5,14.5,14.5,"",0,0,1,1,0,0,0
"Malcolm X",1992,202,34000000,7.5,6873,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Malibu's Most Wanted",2003,86,16000000,4.9,2099,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Mallrats",1995,94,6100000,7.1,22837,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0
"Mama",1999,100,3000000,6,66,4.5,4.5,4.5,4.5,14.5,4.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,0,0
"Mamay",2003,80,200000,6.6,14,0,0,4.5,0,0,24.5,24.5,14.5,0,34.5,"",0,0,0,1,0,0,0
"Man Apart, A",2003,110,36000000,5.4,4231,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Man Called... Rainbo, A",1990,99,35000,5.4,53,34.5,0,4.5,4.5,4.5,4.5,0,4.5,4.5,44.5,"",0,0,1,0,0,0,0
"Man Who Wasn't There, The",2001,118,20000000,7.7,17028,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,1,1,0,0,0
"Man Woman Film",1999,95,35000,3.8,234,94.5,4.5,4.5,0,4.5,4.5,4.5,0,4.5,4.5,"",0,0,0,0,0,0,0
"Man from Elysian Fields, The",2001,106,6500000,6.8,1198,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Man in the Iron Mask, The",1998,132,35000000,6,11127,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Man of the House",2005,97,40000000,5.2,511,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",1,0,1,0,0,0,0
"Man on Fire",2004,146,70000000,7.4,14358,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Man on the Moon",1999,118,52000000,7.3,19826,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Man to Man",2005,122,30000000,6,76,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,"",0,0,0,0,0,0,0
"Man with a Plan",1996,89,100000,7.1,68,4.5,0,4.5,0,4.5,0,4.5,14.5,14.5,45.5,"",0,0,1,0,0,0,0
"Man's Best Friend",1993,95,6000000,4.4,511,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Man-Thing",2005,96,30000000,3.8,163,14.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Manhattan Murder Mystery",1993,104,13500000,7.3,5044,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,0,0
"Maniac Cop 2",1990,90,4000000,4.4,360,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Manito",2002,79,24000,7.2,145,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,0,1,0,0,0
"Mannequin: On the Move",1991,95,13000000,2.9,1235,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,1,0
"Manners of Dying",2004,104,750000,7.4,16,0,0,0,0,0,0,24.5,14.5,0,45.5,"",0,0,0,1,0,0,0
"Manny & Lo",1996,88,500000,6.9,395,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Maquinista, El",2004,102,5000000,7.7,4322,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Marci X",2003,80,20000000,2.8,741,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Marco Polo: Haperek Ha'aharon",1996,127,3300000,4.6,23,14.5,4.5,4.5,4.5,14.5,24.5,4.5,0,14.5,14.5,"",0,0,0,1,0,0,0
"Mariachi, El",1992,81,220000,7,6817,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,0,0,0,0
"Marilyn's Man",2004,92,825000,7.6,24,24.5,0,4.5,4.5,0,0,0,0,0,74.5,"PG",0,0,0,0,1,0,0
"Mars",1998,91,4500000,3.3,156,24.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Mars",2004,100,2000000,6.8,23,4.5,0,4.5,4.5,4.5,34.5,4.5,14.5,14.5,0,"",0,0,1,0,0,0,0
"Mars Attacks!",1996,106,70000000,6.1,27363,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Martin Lawrence Live: Runteldat",2002,113,3000000,4.6,504,24.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,1,0,0
"Marvin's Room",1996,98,23000000,6.5,4005,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,0,0
"Mary Jane's Not a Virgin Anymore",1997,98,50000,5.9,41,24.5,0,4.5,4.5,4.5,14.5,4.5,4.5,14.5,14.5,"",0,0,0,1,0,0,0
"Mary Reilly",1996,108,47000000,5.5,2806,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Mask of Zorro, The",1998,136,65000000,6.8,18220,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,1,0,0,1,0
"Mask, The",1994,97,18000000,6.4,21533,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",1,0,1,0,0,0,0
"Master and Commander: The Far Side of the World",2003,138,150000000,7.5,21328,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,0,0,1,0,0,0
"Master of Disguise, The",2002,80,16000000,2.9,3903,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Matador, El",2003,90,26000,7.1,11,14.5,0,4.5,0,0,4.5,4.5,0,0,45.5,"",0,0,1,0,0,0,0
"Matilda",1996,102,36000000,6.5,4351,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,1,1,0,0,0
"Matrix Reloaded, The",2003,138,127000000,7.1,57225,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",1,0,0,0,0,0,0
"Matrix Revolutions, The",2003,125,110000000,6.3,40058,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Matrix, The",1999,136,63000000,8.5,143853,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",1,0,0,0,0,0,0
"Max Keeble's Big Move",2001,86,12000000,5.3,587,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"May",2002,93,1700000,6.8,3324,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"McHale's Navy",1997,108,42000000,3.7,1758,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Me, Myself & Irene",2000,116,51000000,6,21305,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Mean Creek",2004,89,500000,7.3,2094,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Mean Girls",2004,97,17000000,7,11591,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG-13",0,0,1,1,0,0,0
"Medallion, The",2003,88,41000000,4.5,2765,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Medicine Man",1992,106,40000000,5.7,4190,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,1,0
"Meet Joe Black",1998,178,90000000,6.6,16796,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0
"Meet the Applegates",1991,90,1000,5,464,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Meet the Deedles",1998,93,24000000,3.4,443,24.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Meet the Fockers",2004,115,80000000,6.5,11950,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Meet the Parents",2000,108,55000000,7,30804,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,1,0,0,0,0
"Megiddo: The Omega Code 2",2001,104,22000000,3.8,729,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"PG-13",0,0,0,0,0,0,0
"Meili xin shijie",1999,100,300000,5.3,40,4.5,0,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Memento",2000,113,5000000,8.7,90317,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0
"Memoirs of an Invisible Man",1992,99,40000000,5.6,3038,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Memron",2004,79,65000,9,11,0,0,0,0,4.5,0,4.5,4.5,4.5,64.5,"",0,0,1,0,0,0,0
"Men in Black",1997,98,90000000,6.8,53231,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Men in Black II",2002,88,140000000,5.6,21580,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Men of Honor",2000,129,32000000,6.6,9684,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Men of War",1994,99,12000000,4.6,397,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,0,1,0,0,0
"Men with Brooms",2002,102,7500000,5.9,1096,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0
"Menace II Society",1993,97,3500000,7.3,4704,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Mercano, el marciano",2002,72,600000,6.2,110,4.5,4.5,0,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",0,1,0,0,0,0,0
"Merchant of Venice, The",2004,138,30000000,7.3,1400,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0
"Mercury Rising",1998,108,60000000,5.6,8202,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Mercy",2003,112,5000,5.8,6,0,0,0,14.5,34.5,0,45.5,0,0,0,"",0,0,0,1,0,0,0
"Mercy Streets",2000,106,600000,4.6,149,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,24.5,"PG-13",1,0,0,1,0,0,0
"Message in a Bottle",1999,126,30000000,5.4,5582,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"Metoroporisu",2001,107,14500000,7.3,3380,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,1,0,1,0,1,0
"Metro",1997,117,55000000,5.2,3560,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,1,1,0,0,0
"Metropolitan",1990,98,430000,7.1,1379,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,1,0,0,0
"Mexican, The",2001,123,38000000,6,13935,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Michael Collins",1996,133,25000000,6.8,5009,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Michael Moore Hates America",2004,125,200000,4.2,629,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,"R",0,0,0,0,1,0,0
"Mickey",2004,90,6000000,5.4,52,4.5,4.5,0,0,4.5,14.5,14.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"Mickey Blue Eyes",1999,102,40000000,5.8,7247,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Midnight Clear, A",1992,107,5000000,7.5,2147,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Midnight Days",2001,60,10000,2.8,14,24.5,0,0,14.5,4.5,0,24.5,4.5,0,24.5,"",0,0,0,1,0,1,0
"Midnight in the Garden of Good and Evil",1997,155,30000000,6.4,8517,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Midwestern Myth",2003,89,250000,7.1,9,24.5,14.5,0,0,0,0,0,0,0,64.5,"",0,0,1,1,0,1,0
"Mighty Aphrodite",1995,95,15000000,7,7083,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,0,0,0,0
"Mighty Joe Young",1998,114,49000000,5.6,2873,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",0,0,0,0,0,0,0
"Miles Ahead",2004,83,55000,6.1,17,24.5,4.5,4.5,0,0,0,4.5,4.5,4.5,44.5,"",0,0,0,1,0,0,0
"Miller's Crossing",1990,115,14000000,8,14575,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Million Dollar Baby",2004,132,30000000,8.3,20195,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"PG-13",0,0,0,1,0,0,0
"Million Dollar Hotel, The",2000,122,8000000,5.5,4746,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Mimic",1997,105,25000000,5.6,6052,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Mind's Eye, The",2005,96,750000,6.7,7,14.5,0,0,0,0,0,24.5,45.5,0,0,"",0,0,0,0,0,0,0
"MindField",2003,63,6000,9,5,0,0,0,0,24.5,0,0,0,0,84.5,"",0,0,0,1,0,0,0
"Mindhunters",2004,102,27000000,6.3,3925,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Minion, The",1998,95,12000000,3.2,338,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Minority Report",2002,145,102000000,7.8,51199,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"PG-13",1,0,0,1,0,0,0
"Mio West, Il",1998,95,10000000,4.1,75,14.5,24.5,4.5,14.5,4.5,4.5,4.5,4.5,0,4.5,"",0,0,1,1,0,0,0
"Mirror Has Two Faces, The",1996,122,42000000,5.7,2775,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"Misadventures of Margaret, The",1998,80,5000000,5.4,217,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,1,0,0,1,0
